brandName,providerName,locationName,line1,postCode,"Publication Date",serviceName,"Key Question","Latest Rating"
-,"Park Road Surgery","Park Road Surgery","26a Park Road","NW10 8TA",2017-07-06,Overall,Well-led,Inadequate
-,"Park Road Surgery","Park Road Surgery","26a Park Road","NW10 8TA",2017-07-06,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Park Road Surgery","Park Road Surgery","26a Park Road","NW10 8TA",2017-07-06,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Park Road Surgery","Park Road Surgery","26a Park Road","NW10 8TA",2017-07-06,"People with long term conditions",Overall,Inadequate
-,"Park Road Surgery","Park Road Surgery","26a Park Road","NW10 8TA",2017-07-06,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Park View Medical Practice","Park View Medical Practice","Orford Jubilee Park","WA2 8HE",2017-08-29,Overall,Safe,Inadequate
-,"Pebblestones Limited","Casterbridge Manor","Acreman Street","DT2 7AL",2017-11-08,Overall,Well-led,Inadequate
-,"Phoenix Care Homes Limited","Deer Park Care Centre","Detling Avenue","CT10 1SR",2017-07-06,Overall,Well-led,Inadequate
-,"Phoenix Care Homes Limited","Phoenix House","The Drove","CT14 0LN",2017-08-05,Overall,Caring,Inadequate
-,"Phoenix Care Homes Limited","Phoenix House","The Drove","CT14 0LN",2017-08-05,Overall,Effective,Inadequate
-,"Phoenix Care Homes Limited","Phoenix House","The Drove","CT14 0LN",2017-08-05,Overall,Overall,Inadequate
-,"Phoenix Care Homes Limited","Phoenix House","The Drove","CT14 0LN",2017-08-05,Overall,Responsive,Inadequate
-,"Phoenix Care Homes Limited","Phoenix House","The Drove","CT14 0LN",2017-08-05,Overall,Safe,Inadequate
-,"Phoenix Care Homes Limited","Phoenix House","The Drove","CT14 0LN",2017-08-05,Overall,Well-led,Inadequate
-,"Phoenix Primary Care Limited","Harden Surgery","Harden Road","WS3 1ET",2017-07-27,Overall,Well-led,Inadequate
-,"Pinebird Ventures Limited","Fermoyle House Nursing Home","Fermoyle House Nursing Home","KT15 1SH",2017-04-25,Overall,Overall,Inadequate
-,"Pinebird Ventures Limited","Fermoyle House Nursing Home","Fermoyle House Nursing Home","KT15 1SH",2017-04-25,Overall,Well-led,Inadequate
-,"Platinum Care Homes Limited","Church View Care Home","Falcon Drive","TW19 7EU",2018-01-12,Overall,Well-led,Inadequate
-,"Portsdown Estates Limited",Kinross,"201 Havant Road","PO6 1EE",2018-01-06,Overall,Well-led,Inadequate
-,"Portsmouth City Council",Shearwater,"Moorings Way","PO4 8QW",2017-11-09,Overall,Overall,Inadequate
-,"Portsmouth City Council",Shearwater,"Moorings Way","PO4 8QW",2017-11-09,Overall,Safe,Inadequate
-,"Portsmouth City Council",Shearwater,"Moorings Way","PO4 8QW",2017-11-09,Overall,Well-led,Inadequate
-,"Portsmouth Hospitals NHS Trust","Queen Alexandra Hospital","Southwick Hill Road","PO6 3LY",2017-08-24,"Medical care (Including older people's care)",Caring,Inadequate
-,"Portsmouth Hospitals NHS Trust","Queen Alexandra Hospital","Southwick Hill Road","PO6 3LY",2017-08-24,"Medical care (Including older people's care)",Effective,Inadequate
-,"Portsmouth Hospitals NHS Trust","Queen Alexandra Hospital","Southwick Hill Road","PO6 3LY",2017-08-24,"Medical care (Including older people's care)",Overall,Inadequate
-,"Portsmouth Hospitals NHS Trust","Queen Alexandra Hospital","Southwick Hill Road","PO6 3LY",2017-08-24,"Medical care (Including older people's care)",Safe,Inadequate
-,"Portsmouth Hospitals NHS Trust","Queen Alexandra Hospital","Southwick Hill Road","PO6 3LY",2017-08-24,"Medical care (Including older people's care)",Well-led,Inadequate
-,"Portsmouth Hospitals NHS Trust","Queen Alexandra Hospital","Southwick Hill Road","PO6 3LY",2017-08-24,"Urgent and emergency services (A&E)",Safe,Inadequate
-,"Professional Care Services Essex Limited","Professional Care Services","22 London Road","RM17 5XY",2017-05-11,Overall,Overall,Inadequate
-,"Professional Care Services Essex Limited","Professional Care Services","22 London Road","RM17 5XY",2017-05-11,Overall,Safe,Inadequate
-,"Professional Care Services Essex Limited","Professional Care Services","22 London Road","RM17 5XY",2017-05-11,Overall,Well-led,Inadequate
-,"Promises of Care Limited","Promises of Care","80 Darlington Street","WV1 4JD",2017-06-20,Overall,Overall,Inadequate
-,"Promises of Care Limited","Promises of Care","80 Darlington Street","WV1 4JD",2017-06-20,Overall,Safe,Inadequate
-,"Promises of Care Limited","Promises of Care","80 Darlington Street","WV1 4JD",2017-06-20,Overall,Well-led,Inadequate
-,"QSRC Limited","The Gamma Knife Centre at The National Hospital for Neurology and Neurosurgery","Chandler Wing","WC1N 3BG",2017-04-03,"Medical care (Including older people's care)",Well-led,Inadequate
-,"QSRC Limited","The Gamma Knife Centre at The National Hospital for Neurology and Neurosurgery","Chandler Wing","WC1N 3BG",2017-04-03,Overall,Well-led,Inadequate
-,"Qualia Care Limited","Duchess Gardens Care Centre","Lady Lane","BD16 4AP",2018-01-11,Overall,Effective,Inadequate
-,"Qualia Care Limited","Duchess Gardens Care Centre","Lady Lane","BD16 4AP",2018-01-11,Overall,Overall,Inadequate
-,"Qualia Care Limited","Duchess Gardens Care Centre","Lady Lane","BD16 4AP",2018-01-11,Overall,Responsive,Inadequate
-,"Qualia Care Limited","Duchess Gardens Care Centre","Lady Lane","BD16 4AP",2018-01-11,Overall,Safe,Inadequate
-,"Qualia Care Limited","Duchess Gardens Care Centre","Lady Lane","BD16 4AP",2018-01-11,Overall,Well-led,Inadequate
-,"Quality Care UK Limited","Bay View","88 The Promenade","YO15 2QL",2016-04-11,Overall,Safe,Inadequate
-,"Quality Home Care (Barnsley) Limited","Quality Homecare (Barnsley) Limited","Unit 2","S71 1HT",2017-11-08,Overall,Overall,Inadequate
-,"Quality Home Care (Barnsley) Limited","Quality Homecare (Barnsley) Limited","Unit 2","S71 1HT",2017-11-08,Overall,Safe,Inadequate
-,"Quality Home Care (Barnsley) Limited","Quality Homecare (Barnsley) Limited","Unit 2","S71 1HT",2017-11-08,Overall,Well-led,Inadequate
-,"Quality Homes (Midlands) Limited",Leighswood,"186 Lichfield Road","WS4 1ED",2017-10-13,Overall,Overall,Inadequate
-,"Quality Homes (Midlands) Limited",Leighswood,"186 Lichfield Road","WS4 1ED",2017-10-13,Overall,Safe,Inadequate
-,"Quality Homes (Midlands) Limited",Leighswood,"186 Lichfield Road","WS4 1ED",2017-10-13,Overall,Well-led,Inadequate
-,"R Beeharry","Fitzroy Lodge","2-4 Windsor Road","BN11 2LX",2017-09-30,Overall,Safe,Inadequate
-,"R Sons (Homes) Limited","Church Farm Residential Care Home","Yarmouth Road","NR29 4NJ",2018-01-03,Overall,Overall,Inadequate
-,"R Sons (Homes) Limited","Church Farm Residential Care Home","Yarmouth Road","NR29 4NJ",2018-01-03,Overall,Safe,Inadequate
-,"R Sons (Homes) Limited","Church Farm Residential Care Home","Yarmouth Road","NR29 4NJ",2018-01-03,Overall,Well-led,Inadequate
-,"Rapid Response Home Care Ltd","Rapid Response Home Care","Unit 3, Hollies Court","WS11 1DB",2017-09-16,Overall,Overall,Inadequate
-,"Rapid Response Home Care Ltd","Rapid Response Home Care","Unit 3, Hollies Court","WS11 1DB",2017-09-16,Overall,Safe,Inadequate
-,"Rapid Response Home Care Ltd","Rapid Response Home Care","Unit 3, Hollies Court","WS11 1DB",2017-09-16,Overall,Well-led,Inadequate
-,"Ravenswood Care Home Limited","Ravenswood Care Home","15 The Avenue","ST7 1AQ",2017-09-26,Overall,Caring,Inadequate
-,"Ravenswood Care Home Limited","Ravenswood Care Home","15 The Avenue","ST7 1AQ",2017-09-26,Overall,Effective,Inadequate
-,"Ravenswood Care Home Limited","Ravenswood Care Home","15 The Avenue","ST7 1AQ",2017-09-26,Overall,Overall,Inadequate
-,"Ravenswood Care Home Limited","Ravenswood Care Home","15 The Avenue","ST7 1AQ",2017-09-26,Overall,Responsive,Inadequate
-,"Ravenswood Care Home Limited","Ravenswood Care Home","15 The Avenue","ST7 1AQ",2017-09-26,Overall,Safe,Inadequate
-,"Ravenswood Care Home Limited","Ravenswood Care Home","15 The Avenue","ST7 1AQ",2017-09-26,Overall,Well-led,Inadequate
-,"Regency Healthcare Limited","Newlands Hall","High Street","WF16 0AL",2017-08-16,Overall,Overall,Inadequate
-,"Regency Healthcare Limited","Newlands Hall","High Street","WF16 0AL",2017-08-16,Overall,Safe,Inadequate
-,"Regency Healthcare Limited","Newlands Hall","High Street","WF16 0AL",2017-08-16,Overall,Well-led,Inadequate
-,"Reline Care Ltd","Barking Enterprise Centre","Barking Enterprise Centre","IG11 8FG",2017-05-25,Overall,Effective,Inadequate
-,"Reline Care Ltd","Barking Enterprise Centre","Barking Enterprise Centre","IG11 8FG",2017-05-25,Overall,Overall,Inadequate
-,"Reline Care Ltd","Barking Enterprise Centre","Barking Enterprise Centre","IG11 8FG",2017-05-25,Overall,Responsive,Inadequate
-,"Reline Care Ltd","Barking Enterprise Centre","Barking Enterprise Centre","IG11 8FG",2017-05-25,Overall,Safe,Inadequate
-,"Reline Care Ltd","Barking Enterprise Centre","Barking Enterprise Centre","IG11 8FG",2017-05-25,Overall,Well-led,Inadequate
-,"Renew Care & Support Ltd","Renew Care","10 Boleyn Close","HP2 7LW",2017-06-30,Overall,Overall,Inadequate
-,"Renew Care & Support Ltd","Renew Care","10 Boleyn Close","HP2 7LW",2017-06-30,Overall,Safe,Inadequate
-,"Renew Care & Support Ltd","Renew Care","10 Boleyn Close","HP2 7LW",2017-06-30,Overall,Well-led,Inadequate
-,"Resicare Homes Limited","Ashton Lodge","Ashton Road","LU6 1NP",2017-10-14,Overall,Overall,Inadequate
-,"Resicare Homes Limited","Ashton Lodge","Ashton Road","LU6 1NP",2017-10-14,Overall,Responsive,Inadequate
-,"Resicare Homes Limited","Ashton Lodge","Ashton Road","LU6 1NP",2017-10-14,Overall,Well-led,Inadequate
-,"Richmond Psychosocial Foundation International","Lancaster Lodge","21 Lancaster Park","TW10 6AB",2016-06-08,Overall,Effective,Inadequate
-,"Richmond Psychosocial Foundation International","Lancaster Lodge","21 Lancaster Park","TW10 6AB",2016-06-08,Overall,Well-led,Inadequate
-,"Richmond Psychosocial Foundation International","Lancaster Lodge","21 Lancaster Park","TW10 6AB",2016-06-24,Overall,Overall,Inadequate
-,"Richmond Psychosocial Foundation International","Lancaster Lodge","21 Lancaster Park","TW10 6AB",2016-06-24,Overall,Safe,Inadequate
-,"Ripon Care Limited","The Moors Care Centre","155 Harrogate Road","HG4 2SB",2018-01-16,Overall,Well-led,Inadequate
-,"Riverside Healthcare Limited","Cheswold Park Hospital","Cheswold Lane","DN5 8AR",2017-08-25,"Forensic inpatient/secure wards",Overall,Inadequate
-,"Riverside Healthcare Limited","Cheswold Park Hospital","Cheswold Lane","DN5 8AR",2017-08-25,"Forensic inpatient/secure wards",Safe,Inadequate
-,"Riverside Healthcare Limited","Cheswold Park Hospital","Cheswold Lane","DN5 8AR",2017-08-25,"Forensic inpatient/secure wards",Well-led,Inadequate
-,"Riverside Healthcare Limited","Cheswold Park Hospital","Cheswold Lane","DN5 8AR",2017-08-25,Overall,Overall,Inadequate
-,"Riverside Healthcare Limited","Cheswold Park Hospital","Cheswold Lane","DN5 8AR",2017-08-25,Overall,Safe,Inadequate
-,"Riverside Healthcare Limited","Cheswold Park Hospital","Cheswold Lane","DN5 8AR",2017-08-25,Overall,Well-led,Inadequate
-,"RochCare (UK) Ltd","Coniston House Care Home","Coniston Road","PR7 2JA",2017-09-07,Overall,Safe,Inadequate
-,"Rose Cottage (Middlesex) Ltd","Rose Cottage","42 Hanworth Road","TW13 5AY",2017-11-18,Overall,Overall,Inadequate
-,"Rose Cottage (Middlesex) Ltd","Rose Cottage","42 Hanworth Road","TW13 5AY",2017-11-18,Overall,Safe,Inadequate
-,"Rose Cottage (Middlesex) Ltd","Rose Cottage","42 Hanworth Road","TW13 5AY",2017-11-18,Overall,Well-led,Inadequate
-,"Rosecare Limited","Richmond Court Care Home","94 Richmond Road","WV3 9JJ",2017-12-28,Overall,Overall,Inadequate
-,"Rosecare Limited","Richmond Court Care Home","94 Richmond Road","WV3 9JJ",2017-12-28,Overall,Responsive,Inadequate
-,"Rosecare Limited","Richmond Court Care Home","94 Richmond Road","WV3 9JJ",2017-12-28,Overall,Safe,Inadequate
-,"Rosecare Limited","Richmond Court Care Home","94 Richmond Road","WV3 9JJ",2017-12-28,Overall,Well-led,Inadequate
-,"Rosemere Care Home Ltd","St Claire's Care Home","18-24 Claremont Road","CT20 1DQ",2017-12-20,Overall,Caring,Inadequate
-,"Rosemere Care Home Ltd","St Claire's Care Home","18-24 Claremont Road","CT20 1DQ",2017-12-20,Overall,Overall,Inadequate
-,"Rosemere Care Home Ltd","St Claire's Care Home","18-24 Claremont Road","CT20 1DQ",2017-12-20,Overall,Responsive,Inadequate
-,"Rosemere Care Home Ltd","St Claire's Care Home","18-24 Claremont Road","CT20 1DQ",2017-12-20,Overall,Safe,Inadequate
-,"Rosemere Care Home Ltd","St Claire's Care Home","18-24 Claremont Road","CT20 1DQ",2017-12-20,Overall,Well-led,Inadequate
-,"Roses Socialcare Ltd","Roses Socialcare Ltd","Burntwood Community Centre","WF9 3QS",2017-02-22,Overall,Effective,Inadequate
-,"Roses Socialcare Ltd","Roses Socialcare Ltd","Burntwood Community Centre","WF9 3QS",2017-02-22,Overall,Overall,Inadequate
-,"Roses Socialcare Ltd","Roses Socialcare Ltd","Burntwood Community Centre","WF9 3QS",2017-02-22,Overall,Responsive,Inadequate
-,"Roses Socialcare Ltd","Roses Socialcare Ltd","Burntwood Community Centre","WF9 3QS",2017-02-22,Overall,Safe,Inadequate
-,"Roses Socialcare Ltd","Roses Socialcare Ltd","Burntwood Community Centre","WF9 3QS",2017-02-22,Overall,Well-led,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-06-13,"End of life care",Effective,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-06-13,"End of life care",Responsive,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-06-13,"Medical care (Including older people's care)",Overall,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-06-13,"Medical care (Including older people's care)",Responsive,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-06-13,"Medical care (Including older people's care)",Safe,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-06-13,"Medical care (Including older people's care)",Well-led,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,"End of life care",Overall,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,"End of life care",Well-led,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,"Maternity and gynaecology",Overall,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,"Maternity and gynaecology",Safe,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,"Maternity and gynaecology",Well-led,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,"Outpatients and diagnostic imaging",Overall,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,"Outpatients and diagnostic imaging",Safe,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,"Outpatients and diagnostic imaging",Well-led,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,Overall,Overall,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,Overall,Responsive,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,Overall,Safe,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,Overall,Well-led,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,Surgery,Overall,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,Surgery,Responsive,Inadequate
-,"Royal Cornwall Hospitals NHS Trust","Royal Cornwall Hospital",Treliske,"TR1 3LJ",2017-10-05,Surgery,Safe,Inadequate
-,"Royal National Orthopaedic Hospital NHS Trust","The Royal National Orthopaedic Hospital (Stanmore)","Royal National Orthopaedic Hospital","HA7 4LP",2014-08-15,"Services for children & young people",Responsive,Inadequate
-,"S Jiwa","Firtree House Nursing Home","Firtree House","SM7 1NG",2017-02-15,Overall,Well-led,Inadequate
-,"Saffron Care Ltd","Saffron Care Agency","Upper Hermosa Road","TQ14 9JW",2017-12-20,Overall,Overall,Inadequate
-,"Saffron Care Ltd","Saffron Care Agency","Upper Hermosa Road","TQ14 9JW",2017-12-20,Overall,Safe,Inadequate
-,"Saffron Care Ltd","Saffron Care Agency","Upper Hermosa Road","TQ14 9JW",2017-12-20,Overall,Well-led,Inadequate
-,"Saheena Saeed & Inayet Mohmed Patel","Victoria Hall","New Road","PE33 0DF",2017-11-04,Overall,Overall,Inadequate
-,"Saheena Saeed & Inayet Mohmed Patel","Victoria Hall","New Road","PE33 0DF",2017-11-04,Overall,Safe,Inadequate
-,"Saheena Saeed & Inayet Mohmed Patel","Victoria Hall","New Road","PE33 0DF",2017-11-04,Overall,Well-led,Inadequate
-,"Salisbury NHS Foundation Trust","Salisbury District Hospital","Odstock Road","SP2 8BJ",2016-04-07,"Spinal Injuries Centre",Responsive,Inadequate
-,"Samfos Health & Trading Company Ltd","Samfos Health","Unit 1.14, S O A R Works","S5 9NU",2017-12-19,Overall,Effective,Inadequate
-,"Samfos Health & Trading Company Ltd","Samfos Health","Unit 1.14, S O A R Works","S5 9NU",2017-12-19,Overall,Overall,Inadequate
-,"Samfos Health & Trading Company Ltd","Samfos Health","Unit 1.14, S O A R Works","S5 9NU",2017-12-19,Overall,Responsive,Inadequate
-,"Samfos Health & Trading Company Ltd","Samfos Health","Unit 1.14, S O A R Works","S5 9NU",2017-12-19,Overall,Safe,Inadequate
-,"Samfos Health & Trading Company Ltd","Samfos Health","Unit 1.14, S O A R Works","S5 9NU",2017-12-19,Overall,Well-led,Inadequate
-,"Sammi Care Homes Limited","Himley Manor Care Home","133 Himley Road","DY1 2QF",2018-01-16,Overall,Overall,Inadequate
-,"Sammi Care Homes Limited","Himley Manor Care Home","133 Himley Road","DY1 2QF",2018-01-16,Overall,Responsive,Inadequate
-,"Sammi Care Homes Limited","Himley Manor Care Home","133 Himley Road","DY1 2QF",2018-01-16,Overall,Safe,Inadequate
-,"Sammi Care Homes Limited","Himley Manor Care Home","133 Himley Road","DY1 2QF",2018-01-16,Overall,Well-led,Inadequate
-,"Sandwell and West Birmingham Hospitals NHS Trust","City Hospital","Dudley Road","B18 7QH",2017-10-31,"Medical care (Including older people's care)",Safe,Inadequate
-,"Sandwell and West Birmingham Hospitals NHS Trust","City Hospital","Dudley Road","B18 7QH",2017-10-31,"Services for children & young people",Responsive,Inadequate
-,"Satellite Consortium Limited","Satellite Consortium Limited","27b Clarendon Road","N8 0DD",2017-11-16,Overall,Overall,Inadequate
-,"Satellite Consortium Limited","Satellite Consortium Limited","27b Clarendon Road","N8 0DD",2017-11-16,Overall,Safe,Inadequate
-,"Satellite Consortium Limited","Satellite Consortium Limited","27b Clarendon Road","N8 0DD",2017-11-16,Overall,Well-led,Inadequate
-,"Senacare Ltd","Senacare Ltd","11 Kingsley Road","TW3 1PA",2017-07-13,Overall,Overall,Inadequate
-,"Senacare Ltd","Senacare Ltd","11 Kingsley Road","TW3 1PA",2017-07-13,Overall,Safe,Inadequate
-,"Senacare Ltd","Senacare Ltd","11 Kingsley Road","TW3 1PA",2017-07-13,Overall,Well-led,Inadequate
-,"Serendib Limited","The Birches","187 Station Road","DE3 9FH",2018-01-10,Overall,Well-led,Inadequate
-,"Severn Care Limited","Gatwick House","Gatwick House","GL14 1QU",2018-01-17,Overall,Well-led,Inadequate
-,"Shankar Leicester Limited","Longcliffe Nursing Home","300 Nanpantan Road","LE11 3YE",2018-01-10,Overall,Well-led,Inadequate
-,"Sherwood Forest Hospitals NHS Foundation Trust","Kings Mill Hospital","Mansfield Road","NG17 4JL",2015-10-20,"End of life care",Well-led,Inadequate
-,"Sherwood Forest Hospitals NHS Foundation Trust","Kings Mill Hospital","Mansfield Road","NG17 4JL",2015-10-20,"Outpatients and diagnostic imaging",Well-led,Inadequate
-,"Sherwood Forest Hospitals NHS Foundation Trust","Kings Mill Hospital","Mansfield Road","NG17 4JL",2015-10-20,"Urgent and emergency services (A&E)",Well-led,Inadequate
-,"Sherwood Forest Hospitals NHS Foundation Trust","Newark Hospital","Boundary Road","NG24 4DE",2015-10-20,"Medical care (Including older people's care)",Well-led,Inadequate
-,"Sherwood Forest Hospitals NHS Foundation Trust","Newark Hospital","Boundary Road","NG24 4DE",2015-10-20,"Minor injuries unit",Well-led,Inadequate
-,"Sherwood Forest Hospitals NHS Foundation Trust","Newark Hospital","Boundary Road","NG24 4DE",2015-10-20,"Outpatients and diagnostic imaging",Well-led,Inadequate
-,"Sherwood Grange Ltd","Sherwood Grange Care Centre","Mansfield Road","NG21 9HF",2017-10-27,Overall,Overall,Inadequate
-,"Sherwood Grange Ltd","Sherwood Grange Care Centre","Mansfield Road","NG21 9HF",2017-10-27,Overall,Safe,Inadequate
-,"Sherwood Grange Ltd","Sherwood Grange Care Centre","Mansfield Road","NG21 9HF",2017-10-27,Overall,Well-led,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,"Families, children and young people",Overall,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,"Older people",Overall,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,Overall,Safe,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,Overall,Well-led,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,"People with long term conditions",Overall,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2017-11-08,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Sherwood Rise Medical Centre","Sherwood Rise Medical Centre","31 Nottingham Road","NG7 7AD",2018-01-30,Overall,Overall,Inadequate
-,"Sidley Medical Practice","Sidley Medical Practice","Sidley Surgery","TN39 5HE",2017-07-28,Overall,Well-led,Inadequate
-,"Silverdale Care Homes Limited","Hopwood Lodge (MCR)","376-378 Rochdale Road","M24 2QQ",2016-07-19,Overall,Overall,Inadequate
-,"Silverdale Care Homes Limited","Hopwood Lodge (MCR)","376-378 Rochdale Road","M24 2QQ",2016-07-19,Overall,Safe,Inadequate
-,"Silverdale Care Homes Limited","Hopwood Lodge (MCR)","376-378 Rochdale Road","M24 2QQ",2016-07-19,Overall,Well-led,Inadequate
-,"Silverline Care Limited",Manorcroft,"Old Bank Road","WF12 7AH",2018-01-26,Overall,Safe,Inadequate
-,"Simply Together Limited","Simply Together Limited","Watermeadow House","HP5 1LF",2017-07-25,Overall,Safe,Inadequate
-,"Skillcare Limited","Skillcare Limited","Building 3, North London Business Park,","N11 1NP",2017-10-25,Overall,Overall,Inadequate
-,"Skillcare Limited","Skillcare Limited","Building 3, North London Business Park,","N11 1NP",2017-10-25,Overall,Safe,Inadequate
-,"Skillcare Limited","Skillcare Limited","Building 3, North London Business Park,","N11 1NP",2017-10-25,Overall,Well-led,Inadequate
-,"Skolak Healthcare Limited","Beechill Nursing Home","25 Smedley Lane","M8 8XB",2017-11-10,Overall,Caring,Inadequate
-,"Skolak Healthcare Limited","Beechill Nursing Home","25 Smedley Lane","M8 8XB",2017-11-10,Overall,Effective,Inadequate
-,"Skolak Healthcare Limited","Beechill Nursing Home","25 Smedley Lane","M8 8XB",2017-11-10,Overall,Responsive,Inadequate
-,"Skolak Healthcare Limited","Beechill Nursing Home","25 Smedley Lane","M8 8XB",2017-11-18,Overall,Overall,Inadequate
-,"Skolak Healthcare Limited","Beechill Nursing Home","25 Smedley Lane","M8 8XB",2017-11-18,Overall,Safe,Inadequate
-,"Skolak Healthcare Limited","Beechill Nursing Home","25 Smedley Lane","M8 8XB",2017-11-18,Overall,Well-led,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,"Families, children and young people",Overall,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,"Older people",Overall,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,Overall,Overall,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,Overall,Safe,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,Overall,Well-led,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,"People with long term conditions",Overall,Inadequate
-,"Sleaford Medical Group","Sleaford Medical Group","47 Boston Road","NG34 7HD",2017-07-06,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Smile Care Agents Limited","Smile Care Agents","210 Church Road","E10 7JQ",2017-03-31,Overall,Effective,Inadequate
-,"Smile Care Agents Limited","Smile Care Agents","210 Church Road","E10 7JQ",2017-03-31,Overall,Overall,Inadequate
-,"Smile Care Agents Limited","Smile Care Agents","210 Church Road","E10 7JQ",2017-03-31,Overall,Responsive,Inadequate
-,"Smile Care Agents Limited","Smile Care Agents","210 Church Road","E10 7JQ",2017-03-31,Overall,Safe,Inadequate
-,"Smile Care Agents Limited","Smile Care Agents","210 Church Road","E10 7JQ",2017-03-31,Overall,Well-led,Inadequate
-,"Solehawk Limited","Craigielea Nursing Home","739 Durham Road","NE9 6AT",2017-11-28,Overall,Well-led,Inadequate
-,"South East Coast Ambulance Service NHS Foundation Trust","South East Coast Ambulance Service NHS Trust Headquarters","Nexus House","RH10 9BG",2017-10-05,"Emergency and urgent care",Overall,Inadequate
