brandName,providerName,locationName,line1,postCode,"Publication Date",serviceName,"Key Question","Latest Rating"
-,"Dr Umesh Chandra Kathuria","Dr Umesh Chandra Kathuria","449 City Road","B17 8LG",2017-03-23,"People with long term conditions",Overall,Inadequate
-,"Dr Umesh Chandra Kathuria","Dr Umesh Chandra Kathuria","449 City Road","B17 8LG",2017-03-23,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Drs Seehra Lockyer Davis and Tanoe","Drs Seehra Lockyer Davis and Tanoe","The Surgery","NR32 1JE",2017-11-06,"Families, children and young people",Overall,Inadequate
-,"Drs Seehra Lockyer Davis and Tanoe","Drs Seehra Lockyer Davis and Tanoe","The Surgery","NR32 1JE",2017-11-06,"Older people",Overall,Inadequate
-,"Drs Seehra Lockyer Davis and Tanoe","Drs Seehra Lockyer Davis and Tanoe","The Surgery","NR32 1JE",2017-11-06,Overall,Overall,Inadequate
-,"Drs Seehra Lockyer Davis and Tanoe","Drs Seehra Lockyer Davis and Tanoe","The Surgery","NR32 1JE",2017-11-06,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Drs Seehra Lockyer Davis and Tanoe","Drs Seehra Lockyer Davis and Tanoe","The Surgery","NR32 1JE",2017-11-06,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Drs Seehra Lockyer Davis and Tanoe","Drs Seehra Lockyer Davis and Tanoe","The Surgery","NR32 1JE",2017-11-06,"People with long term conditions",Overall,Inadequate
-,"Drs Seehra Lockyer Davis and Tanoe","Drs Seehra Lockyer Davis and Tanoe","The Surgery","NR32 1JE",2017-11-06,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Dryband One Limited","Newgrove House Care Home","Station Road","DN36 4RZ",2017-08-30,Overall,Overall,Inadequate
-,"Dukeries Healthcare Limited","Victoria Care Home","Memorial Avenue","S80 2BJ",2018-01-31,Overall,Overall,Inadequate
-,"East and North Hertfordshire NHS Trust","Lister Hospital","Coreys Mill Lane","SG1 4AB",2016-08-26,"Urgent and emergency services (A&E)",Overall,Inadequate
-,"East and North Hertfordshire NHS Trust","Mount Vernon Cancer Centre","Rickmansworth Road","HA6 2RN",2016-04-05,"Medical care",Overall,Inadequate
-,"Eastfield Farm Residential Home Limited","Eastfield Farm Residential Home Limited","Eastfield Farm","HU12 0BP",2017-08-16,Overall,Overall,Inadequate
-,"Eden Health Care Services (UK) Limited","Acorn Lodge Care Home","Bovington Road, Bezley End","CM7 5JH",2017-09-13,Overall,Overall,Inadequate
-,"Eleanor Nursing and Social Care Limited","York House and Aldersmore","19 York Road","CO15 5NS",2017-09-26,Overall,Overall,Inadequate
-,"Elizabeth House (Oldham) Limited","Marland Court","Marland Old Road","OL11 4QY",2017-11-03,Overall,Overall,Inadequate
-,"Enable Health Ltd","Enable Health Ltd","Suites 1 & 2, Fourth Floor West, Unipart House","OX4 2GQ",2017-10-18,Overall,Overall,Inadequate
-,"Epping Care Home Limited","Treetops Care Home","23-25 Station Road","CM16 4HH",2018-01-26,Overall,Overall,Inadequate
-,"Epsom and St Helier University Hospitals NHS Trust","St Helier Hospital and Queen Mary's Hospital for Children","Wrythe Lane","SM5 1AA",2016-05-27,Surgery,Overall,Inadequate
-,"Essex County Care Limited","Ramsay Manor","Ramsey Road","CO12 5EP",2016-01-27,Overall,Overall,Inadequate
-,"Essex County Care Limited",Scarletts,"Recreation Road","CO1 2HJ",2017-12-08,Overall,Overall,Inadequate
-,"Essex County Care Limited",Trippier,"22 Blackthorn Avenue","CO4 3PU",2017-11-25,Overall,Overall,Inadequate
-,"EvoCare Ltd","Somerset Villa","19 Austin Street","PE36 6AJ",2017-08-02,Overall,Overall,Inadequate
-,"Evolving Care Limited","Evolving Care Limited","Suite 68 - 69, The Business Centre","B97 6HA",2017-10-25,Overall,Overall,Inadequate
-,"F M S (Scunthorpe) Limited","Amber House","12 Scawby Road","DN20 0AF",2017-11-15,Overall,Overall,Inadequate
-,"Field House Residential Care Limited","Field House Rest Home","Thicknall Lane (Off Western Road)","DY9 0HL",2017-11-16,Overall,Overall,Inadequate
-,"Flightcare Limited","Swansea Terrace","108-114 Watery Lane","PR2 1AT",2017-10-19,Overall,Overall,Inadequate
-,"Flintvale Limited","The Green Nursing Home","74 Wharf Road","B30 3LN",2017-12-05,Overall,Overall,Inadequate
-,"Florence Care Homes Limited","The Oaks Residential Care Home","14 St Mary's Road, Aingers Green","CO7 8NN",2018-01-05,Overall,Overall,Inadequate
-,"Forest Hill Group Practice","Forest Hill Group Practice","1 Forest Hill Road","SE22 0SQ",2017-08-17,"Families, children and young people",Overall,Inadequate
-,"Forest Hill Group Practice","Forest Hill Group Practice","1 Forest Hill Road","SE22 0SQ",2017-08-17,"Older people",Overall,Inadequate
-,"Forest Hill Group Practice","Forest Hill Group Practice","1 Forest Hill Road","SE22 0SQ",2017-08-17,Overall,Overall,Inadequate
-,"Forest Hill Group Practice","Forest Hill Group Practice","1 Forest Hill Road","SE22 0SQ",2017-08-17,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Forest Hill Group Practice","Forest Hill Group Practice","1 Forest Hill Road","SE22 0SQ",2017-08-17,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Forest Hill Group Practice","Forest Hill Group Practice","1 Forest Hill Road","SE22 0SQ",2017-08-17,"People with long term conditions",Overall,Inadequate
-,"Forest Hill Group Practice","Forest Hill Group Practice","1 Forest Hill Road","SE22 0SQ",2017-08-17,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Fortress Supported Living Services Ltd","Fortress Care Services","80 John Davis Way","PE33 0TD",2017-11-17,Overall,Overall,Inadequate
-,"Four Care Plus Limited","Prospect House","31 Drury Lane","WF6 2JT",2017-09-28,Overall,Overall,Inadequate
-,"Freda Varley","Take A Break With Choices","9 Chadwick Street","BL2 1JN",2017-11-03,Overall,Overall,Inadequate
-,"GGS Care Home Limited","Thornton Lodge Care Home","67 Broom Lane","M7 4FF",2017-10-10,Overall,Overall,Inadequate
-,"Galfrie Limited","The Old Hall Residential Home","Old Hall Street","SY14 8NE",2017-11-02,Overall,Overall,Inadequate
-,"Galleon Care Homes Limited","Highbeech Care Home","124 Dorset Road","TN40 2HT",2016-06-22,Overall,Overall,Inadequate
-,"Genesis Housing Association Limited","Newham Homecare","19 Warton Road","E15 2GG",2017-12-28,Overall,Overall,Inadequate
-,"Genesis Recruitment Agency Limited","Genesis Recruitment Agency Ltd; Nursing & Domiciliary Care; West London","Unit 36, Park Royal Business Centre","NW10 7LQ",2017-12-12,Overall,Overall,Inadequate
-,"George Eliot Hospital NHS Trust","George Eliot NHS Hospital","Eliot Way","CV10 7RF",2018-01-25,"End of life care",Overall,Inadequate
-,"Georgian House (Torquay) Limited","Georgian House","Park Hill Road","TQ1 2DZ",2017-11-23,Overall,Overall,Inadequate
-,"Gilead Care Services Ltd","Gilead House","Quality Street","RH1 3BB",2018-01-24,Overall,Overall,Inadequate
-,"Golden Age Management Limited","Attwood's Manor Care Home","Mount Hill","CO9 1SL",2017-08-25,Overall,Overall,Inadequate
-,"Golden Manor Healthcare (Ealing) Limited","Charlton Grange Care Home","Charlton Lane","TW17 8QN",2017-10-07,Overall,Overall,Inadequate
-,"Grace Care Service Limited","Ramping Cat Nursing Home","White Hill","OX18 4EX",2018-01-18,Overall,Overall,Inadequate
-,"Greenroyd Residential Home Limited","Greenfield House","White Lund Road","LA3 3NL",2017-12-14,Overall,Overall,Inadequate
-,"Greenroyd Residential Home Limited","Greenroyd Residential Home","27 Hest Bank Lane","LA2 6DG",2017-10-28,Overall,Overall,Inadequate
-,"Groby Surgery","Groby Surgery","26 Rookery Lane","LE6 0GL",2017-07-19,"Families, children and young people",Overall,Inadequate
-,"Groby Surgery","Groby Surgery","26 Rookery Lane","LE6 0GL",2017-07-19,"Older people",Overall,Inadequate
-,"Groby Surgery","Groby Surgery","26 Rookery Lane","LE6 0GL",2017-07-19,Overall,Overall,Inadequate
-,"Groby Surgery","Groby Surgery","26 Rookery Lane","LE6 0GL",2017-07-19,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Groby Surgery","Groby Surgery","26 Rookery Lane","LE6 0GL",2017-07-19,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Groby Surgery","Groby Surgery","26 Rookery Lane","LE6 0GL",2017-07-19,"People with long term conditions",Overall,Inadequate
-,"Groby Surgery","Groby Surgery","26 Rookery Lane","LE6 0GL",2017-07-19,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Grove Medical Centre","Grove Medical Centre","The Grove Medical Centre","TW20 9QJ",2017-11-02,"Families, children and young people",Overall,Inadequate
-,"Grove Medical Centre","Grove Medical Centre","The Grove Medical Centre","TW20 9QJ",2017-11-02,"Older people",Overall,Inadequate
-,"Grove Medical Centre","Grove Medical Centre","The Grove Medical Centre","TW20 9QJ",2017-11-02,Overall,Overall,Inadequate
-,"Grove Medical Centre","Grove Medical Centre","The Grove Medical Centre","TW20 9QJ",2017-11-02,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Grove Medical Centre","Grove Medical Centre","The Grove Medical Centre","TW20 9QJ",2017-11-02,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Grove Medical Centre","Grove Medical Centre","The Grove Medical Centre","TW20 9QJ",2017-11-02,"People with long term conditions",Overall,Inadequate
-,"Grove Medical Centre","Grove Medical Centre","The Grove Medical Centre","TW20 9QJ",2017-11-02,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Grovewood House","Grovewood House","Main Street","NE66 2NB",2017-07-06,Overall,Overall,Inadequate
-,"H Plus Care Ltd","Larchfield House","Larchfield Road","SL6 2SJ",2017-08-04,Overall,Overall,Inadequate
-,"Handle With Care (Portsmouth) Limited","Handle With Care","188 Copnor Road","PO3 5DA",2017-09-22,Overall,Overall,Inadequate
-,"Handsale Limited","Handsale Limited - Bierley Court","49A Bierley Lane","BD4 6AD",2017-11-16,Overall,Overall,Inadequate
-,"Heathbrock Limited","Chester Lodge Care Home","Brook Street","CH1 3BX",2018-01-06,Overall,Overall,Inadequate
-,"Heaton Lodge Limited","Heaton Lodge","320 Wellington Road North","SK4 5BT",2017-10-20,Overall,Overall,Inadequate
-,"Helping Hand Care Company Limited","Helping Hand Care Company Ltd","Unit 5","CT17 9AG",2017-12-20,Overall,Overall,Inadequate
-,"Hoffmann Foundation for Autism","Hoffmann Foundation for Autism - 4 Park Avenue","Park Avenue","N22 7EX",2018-01-24,Overall,Overall,Inadequate
-,"Holt Green Residential Homes Limited","Willow Lodge","15-16 Moss View","L39 4QA",2017-12-08,Overall,Overall,Inadequate
-,"Hooklands Limited","Hooklands Care Home with Nursing","West Bracklesham Drive","PO20 8PF",2017-09-29,Overall,Overall,Inadequate
-,"Horsefair Surgery","Horsefair Surgery","Horse Fair Surgery","OX16 9AD",2017-06-22,"Families, children and young people",Overall,Inadequate
-,"Horsefair Surgery","Horsefair Surgery","Horse Fair Surgery","OX16 9AD",2017-06-22,"Older people",Overall,Inadequate
-,"Horsefair Surgery","Horsefair Surgery","Horse Fair Surgery","OX16 9AD",2017-06-22,Overall,Overall,Inadequate
-,"Horsefair Surgery","Horsefair Surgery","Horse Fair Surgery","OX16 9AD",2017-06-22,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Horsefair Surgery","Horsefair Surgery","Horse Fair Surgery","OX16 9AD",2017-06-22,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Horsefair Surgery","Horsefair Surgery","Horse Fair Surgery","OX16 9AD",2017-06-22,"People with long term conditions",Overall,Inadequate
-,"Horsefair Surgery","Horsefair Surgery","Horse Fair Surgery","OX16 9AD",2017-06-22,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Innovation Health Care Ltd","Abbeydale Nursing Home","10-12 The Polygon","M30 0DS",2018-01-24,Overall,Overall,Inadequate
-,"Isle of Wight Council",Overbrook,"92 High Street","PO33 4PR",2017-10-19,Overall,Overall,Inadequate
-,"Isle of Wight NHS Trust","Ambulance Service","St Mary's Hospital","PO30 5TG",2017-04-12,"Emergency and urgent care",Overall,Inadequate
-,"Isle of Wight NHS Trust","St Mary's Hospital","Parkhurst Road","PO30 5TG",2017-04-12,"Medical care (Including older people's care)",Overall,Inadequate
-,"J A Rodrigues","Bethany House","434-440 Slade Road","B23 7LB",2017-12-23,Overall,Overall,Inadequate
-,"Jontell Limited","Carr Hall Care Home","54 Carr Hall Road","BB9 6PY",2017-11-02,Overall,Overall,Inadequate
-,"Joseph House (Trading) Ltd","Joseph House Nursing Home","51-53 Elm Road","SS3 9PD",2017-12-23,Overall,Overall,Inadequate
-,"Jubilee Health Centre","Jubilee Health Centre","1 Upper Russell Street","WS10 7AR",2017-12-06,"Families, children and young people",Overall,Inadequate
-,"Jubilee Health Centre","Jubilee Health Centre","1 Upper Russell Street","WS10 7AR",2017-12-06,"Older people",Overall,Inadequate
-,"Jubilee Health Centre","Jubilee Health Centre","1 Upper Russell Street","WS10 7AR",2017-12-06,Overall,Overall,Inadequate
-,"Jubilee Health Centre","Jubilee Health Centre","1 Upper Russell Street","WS10 7AR",2017-12-06,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Jubilee Health Centre","Jubilee Health Centre","1 Upper Russell Street","WS10 7AR",2017-12-06,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Jubilee Health Centre","Jubilee Health Centre","1 Upper Russell Street","WS10 7AR",2017-12-06,"People with long term conditions",Overall,Inadequate
-,"Jubilee Health Centre","Jubilee Health Centre","1 Upper Russell Street","WS10 7AR",2017-12-06,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Jurvicka Limited","Sandhurst Residential Home","49-51 Abbotsham Road","EX39 3AQ",2017-11-28,Overall,Overall,Inadequate
-,"KRG Care Homes Limited","Lound Hall","Jay Lane","NR32 5LH",2017-12-09,Overall,Overall,Inadequate
-,"KRG Care Homes Limited","Manor Farm Care Home","82 Church Road","NR33 7SJ",2017-12-20,Overall,Overall,Inadequate
-,"Kettering General Hospital NHS Foundation Trust","Kettering General Hospital","Rothwell Road","NN16 8UZ",2017-04-12,"Outpatients and diagnostic imaging",Overall,Inadequate
-,"Kettering General Hospital NHS Foundation Trust","Kettering General Hospital","Rothwell Road","NN16 8UZ",2017-04-12,Overall,Overall,Inadequate
-,"Kettering General Hospital NHS Foundation Trust","Kettering General Hospital","Rothwell Road","NN16 8UZ",2017-04-12,"Services for children & young people",Overall,Inadequate
-,"Kettering General Hospital NHS Foundation Trust","Kettering General Hospital","Rothwell Road","NN16 8UZ",2017-04-12,"Urgent and emergency services (A&E)",Overall,Inadequate
-,"Lakeglide Limited","Ersham House Nursing Home","Ersham Road","BN27 3PN",2017-10-27,Overall,Overall,Inadequate
-,"Lakeside Care Services Limited",Alexios,"366 Chorley Old Road","BL1 6AG",2017-09-08,Overall,Overall,Inadequate
-,"Latimer Grange Limited","Latimer Grange Limited","119 Station Road","NN15 5PA",2018-01-13,Overall,Overall,Inadequate
-,"Lees Medical Practice","Lees Medical Practice","Athens Way","OL4 3BP",2017-07-06,"Families, children and young people",Overall,Inadequate
-,"Lees Medical Practice","Lees Medical Practice","Athens Way","OL4 3BP",2017-07-06,"Older people",Overall,Inadequate
-,"Lees Medical Practice","Lees Medical Practice","Athens Way","OL4 3BP",2017-07-06,Overall,Overall,Inadequate
-,"Lees Medical Practice","Lees Medical Practice","Athens Way","OL4 3BP",2017-07-06,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Lees Medical Practice","Lees Medical Practice","Athens Way","OL4 3BP",2017-07-06,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Lees Medical Practice","Lees Medical Practice","Athens Way","OL4 3BP",2017-07-06,"People with long term conditions",Overall,Inadequate
-,"Lees Medical Practice","Lees Medical Practice","Athens Way","OL4 3BP",2017-07-06,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Leopold Nursing Home Limited","Leopold Nursing Home","17 Leopold Road","IP11 7NP",2016-01-08,Overall,Overall,Inadequate
-,"Lewisham and Greenwich NHS Trust","Queen Elizabeth Hospital","Stadium Road","SE18 4QH",2017-08-17,"End of life care",Overall,Inadequate
-,"Libra Domiciliary Care Ltd","Libra Domiciliary Care Ltd","Unit 329, Jewellery Business Centre","B18 6DA",2017-10-20,Overall,Overall,Inadequate
-,"Lifecare Qualifications Limited","Lifecare Qualifications Limited","Boardman House","E15 1NT",2017-10-27,Overall,Overall,Inadequate
-,"Lister House Limited","Lister House Nursing Home","13 Heaton Road","BD8 8RA",2017-08-04,Overall,Overall,Inadequate
-,"Locking Hill Surgery","Locking Hill Surgery","Locking Hill","GL5 1UY",2017-07-20,"Families, children and young people",Overall,Inadequate
-,"Locking Hill Surgery","Locking Hill Surgery","Locking Hill","GL5 1UY",2017-07-20,"Older people",Overall,Inadequate
-,"Locking Hill Surgery","Locking Hill Surgery","Locking Hill","GL5 1UY",2017-07-20,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Locking Hill Surgery","Locking Hill Surgery","Locking Hill","GL5 1UY",2017-07-20,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Locking Hill Surgery","Locking Hill Surgery","Locking Hill","GL5 1UY",2017-07-20,"People with long term conditions",Overall,Inadequate
-,"Locking Hill Surgery","Locking Hill Surgery","Locking Hill","GL5 1UY",2017-07-20,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Locking Hill Surgery","Locking Hill Surgery","Locking Hill","GL5 1UY",2017-12-15,Overall,Overall,Inadequate
-,"Longridge Care Home Limited","Longridge Care Home Limited","Levedale Road","ST18 9AL",2017-11-14,Overall,Overall,Inadequate
-,"Lyndhurst Rest Home Limited","Lyndhurst Rest Home","42-43 Marine Parade","CT5 2BE",2017-11-01,Overall,Overall,Inadequate
-,"MAPS Properties Limited","The Limes","16a Drayton Wood Road","NR6 5BY",2017-09-14,Overall,Overall,Inadequate
-,"Maidstone and Tunbridge Wells NHS Trust","Maidstone Hospital","Hermitage Lane","ME16 9QQ",2015-02-03,"Intensive/critical care",Overall,Inadequate
-,"Maidstone and Tunbridge Wells NHS Trust","The Tunbridge Wells Hospital at Pembury","Tonbridge Road","TN2 4QJ",2015-02-03,"Intensive/critical care",Overall,Inadequate
-,"Manchester City Council","Hall Lane Resource Centre (Respite Care, Short Breaks Service)","157-159 Hall Lane","M23 1WD",2017-12-02,Overall,Overall,Inadequate
-,"Manchester Road Surgery","Manchester Road Surgery","189 Manchester Road","BB11 4HP",2017-07-13,"Families, children and young people",Overall,Inadequate
-,"Manchester Road Surgery","Manchester Road Surgery","189 Manchester Road","BB11 4HP",2017-07-13,"Older people",Overall,Inadequate
-,"Manchester Road Surgery","Manchester Road Surgery","189 Manchester Road","BB11 4HP",2017-07-13,Overall,Overall,Inadequate
-,"Manchester Road Surgery","Manchester Road Surgery","189 Manchester Road","BB11 4HP",2017-07-13,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Manchester Road Surgery","Manchester Road Surgery","189 Manchester Road","BB11 4HP",2017-07-13,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Manchester Road Surgery","Manchester Road Surgery","189 Manchester Road","BB11 4HP",2017-07-13,"People with long term conditions",Overall,Inadequate
-,"Manchester Road Surgery","Manchester Road Surgery","189 Manchester Road","BB11 4HP",2017-07-13,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Marantomark Limited","St Mark's Care Centre","Delaunays Road","M33 6RX",2017-12-06,Overall,Overall,Inadequate
-,"Martin Jay & Joanna Jay & Thom Wight","Cherry Lodge","23-24 Lyndhurst Road","NR32 4PD",2017-08-31,Overall,Overall,Inadequate
-,"Medingate Limited","Morningside Rest Home","52 Swanlow Lane","CW7 1JE",2017-11-03,Overall,Overall,Inadequate
-,"Medlock Vale Medical Practice","Medlock Vale Medical Practice","58 Ashton Road","M43 7BW",2018-01-16,"Families, children and young people",Overall,Inadequate
-,"Medlock Vale Medical Practice","Medlock Vale Medical Practice","58 Ashton Road","M43 7BW",2018-01-16,"Older people",Overall,Inadequate
-,"Medlock Vale Medical Practice","Medlock Vale Medical Practice","58 Ashton Road","M43 7BW",2018-01-16,Overall,Overall,Inadequate
-,"Medlock Vale Medical Practice","Medlock Vale Medical Practice","58 Ashton Road","M43 7BW",2018-01-16,"People experiencing poor mental health (including people with dementia)",Overall,Inadequate
-,"Medlock Vale Medical Practice","Medlock Vale Medical Practice","58 Ashton Road","M43 7BW",2018-01-16,"People whose circumstances may make them vulnerable",Overall,Inadequate
-,"Medlock Vale Medical Practice","Medlock Vale Medical Practice","58 Ashton Road","M43 7BW",2018-01-16,"People with long term conditions",Overall,Inadequate
-,"Medlock Vale Medical Practice","Medlock Vale Medical Practice","58 Ashton Road","M43 7BW",2018-01-16,"Working age people (including those recently retired and students)",Overall,Inadequate
-,"Mental Health Care (U.K) Limited","Acrefield House","2 Acrefield Road","CH42 8LD",2017-05-10,Overall,Overall,Inadequate
-,"Metropolitan Care Services Limited",Barking,"Suite 9,","IG11 8RW",2017-07-27,Overall,Overall,Inadequate
-,"Midland Healthcare Limited","Nightingale Care Home","Fourth Avenue","NG21 9PA",2017-10-27,Overall,Overall,Inadequate
-,"Milelands Limited","Holme House Care Home","Oxford Road","BD19 4LA",2017-06-29,Overall,Overall,Inadequate
-,"Miss Margaret Clark Stevenson","The Trio House","15 Abbotsmead Road","HR2 7SH",2018-01-17,Overall,Overall,Inadequate
-,"Miss Sonya Wase","Rosier Home","22-24 Harold Road","CO15 6AJ",2018-01-30,Overall,Overall,Inadequate
-,"Moorshield Limited","Finch Manor Nursing Home","Finch Lea Drive","L14 9QN",2018-01-23,Overall,Overall,Inadequate
-,"Morecare Limited","Old Vicarage Nursing Home","160 High Street","WS7 3XG",2018-01-25,Overall,Overall,Inadequate
-,"Moxley Medical Centre","Moxley Medical Centre","10 Queen Street","WS10 8TF",2017-10-31,"People with long term conditions",Overall,Inadequate
-,"Mr & Mrs A B Satari","Castle Mount Residential Care Home","54 Manygates Lane","WF2 7DG",2018-01-09,Overall,Overall,Inadequate
-,"Mr & Mrs B J Wise","St Andrew's Care Home","1-5 Pye Corner","EX15 1JX",2018-01-11,Overall,Overall,Inadequate
-,"Mr & Mrs G W Sear","Mount Pleasant Care Home","18 Rosemundy","TR5 0UD",2017-12-21,Overall,Overall,Inadequate
-,"Mr & Mrs K Kowlessur","Broad Acres","Leiston Road","IP17 1UQ",2017-06-23,Overall,Overall,Inadequate
-,"Mr A D Sargeant","Oak House Residential Care Home","56 Surrenden Road","BN1 6PS",2017-11-18,Overall,Overall,Inadequate
-,"Mr A Y Chudary","Woolton Manor Care Home","Allerton Road","L25 7TB",2017-09-22,Overall,Overall,Inadequate
-,"Mr Alan Hannon","Threen House Nursing Home","29 Mattock Lane","W5 5BH",2017-12-07,Overall,Overall,Inadequate
-,"Mr Chinonso Kalu","Affinia Healthcare","2-4 Eastern Road","RM1 3PJ",2018-01-25,Overall,Overall,Inadequate
-,"Mr Clarence Leo Vaz and Mrs Caroline Ann Vaz trading as Parklands Nursing Home","Highcroft Manor","48 Moorend Road","NN12 7UF",2017-09-27,Overall,Overall,Inadequate
-,"Mr Derek Ellison and Mrs Moira Ellison",Boscobel,"1 Preston Road","PR9 9EG",2017-06-17,Overall,Overall,Inadequate
-,"Mr Glyn Kershaw","Unique Care Services","Unit C11 Stanlaw Abbey Business Centre","CH65 9BF",2017-11-14,Overall,Overall,Inadequate
-,"Mr K J Middleton & Ms N Seepaul","Epsom Lodge","1 Burgh Heath Road","KT17 4LW",2017-11-11,Overall,Overall,Inadequate
-,"Mr Kevin Hall","Acorns Care Centre",Parkside,"WN2 3LJ",2018-01-09,Overall,Overall,Inadequate
-,"Mr Pierre Grenade","Nada Residential and Nursing Home","451 Cheetham Hill Road","M8 9PA",2017-08-15,Overall,Overall,Inadequate
-,"Mr R C Sohun & Mrs A Sohun","Southlands Rest Home","7 Linkfield Lane","RH1 1JF",2018-01-19,Overall,Overall,Inadequate
-,"Mr Robert Lambert and Mrs Brenda Lambert","Balmoral Care Home","29 Old Road","SK14 6LN",2017-10-05,Overall,Overall,Inadequate
-,"Mr Robert Malcolm Burt","RmB Healthcare","Flat 34","RG12 9FW",2017-07-15,Overall,Overall,Inadequate
-,"Mr S Siventhiran","The Oaks Care Home","432 Birmingham Road","B61 0HL",2018-01-23,Overall,Overall,Inadequate
-,"Mr Wesley John Stala","Haven Lodge","2 Alexandra Street","NG5 1AY",2018-01-24,Overall,Overall,Inadequate
-,"Mrs A Kelly & Mr A Kelly","Lancaster House","10 Eccles Old Road","M6 7AF",2017-11-25,Overall,Overall,Inadequate
-,"Mrs Amina Makda & Miss Shazmeen Makda","Melrose Residential Home","50 Moss Lane","PR25 4SH",2017-09-05,Overall,Overall,Inadequate
-,"Mrs Bimla Purmah","Angel Court Residential Care Home","Manor Road Precinct","WS2 8RF",2017-10-25,Overall,Overall,Inadequate
-,"Mrs Bimla Purmah","Angel Court Residential Home","31-33 Silver Birch Road","B24 0AR",2017-10-10,Overall,Overall,Inadequate
-,"Mrs J & Mr H Chamberlain & Mrs N Woolston & Mr D Chamberlain & Mr Thomas Beales","Grove Villa Care","24 Mill Road","CT14 9AD",2017-09-23,Overall,Overall,Inadequate
-,"Mrs Lota Hopewell and Mr Derrol Paul Hopewell","Radiant Care Home","Highbury Road","NG6 9DD",2017-10-13,Overall,Overall,Inadequate
-,"Mrs Marjorie Burnell and Mrs Jaqueline Amanda McDonald-Downie","Urmston Manor RH","61-63 Church Road","M41 9EJ",2017-08-15,Overall,Overall,Inadequate
-,"Mrs Michelle Roberts","Gadlas Hall Nursing Home","Eastwick Lane","SY12 9DY",2015-03-31,Overall,Overall,Inadequate
-,"Mrs Saima Raja","Victoria Lodge Residential Care Home","138 Thorne Road","DN3 2LU",2017-07-27,Overall,Overall,Inadequate
-,"Ms Mary Mundy","Towerhouse Residential Home","11 - 12 Tower Road","NW10 2HP",2017-12-02,Overall,Overall,Inadequate
-,"Ms P Goss","St. Catherines Residential Care Home","326-328 Boldmere Road","B73 5EU",2017-12-07,Overall,Overall,Inadequate
-,"Ms Sonia (Sonal) Solanki",SONACare,"2 Stockdove Way","FY5 2AP",2017-09-01,Overall,Overall,Inadequate
-,"Nazareth Care Charitable Trust","Nazareth House - Crosby","Liverpool Road","L23 0QT",2017-11-07,Overall,Overall,Inadequate
-,"New Park House Limited","New Park House","Chivelston Grove","ST4 8HN",2017-09-26,Overall,Overall,Inadequate
-,"Norfolk Care Limited","The Close","The Close Residential Home","PE31 7PT",2017-12-09,Overall,Overall,Inadequate
-,"Northern Devon Healthcare NHS Trust","North Devon District Hospital","Raleigh Park","EX31 4JB",2018-01-09,"Outpatients and diagnostic imaging",Overall,Inadequate
-,"Northern Lincolnshire and Goole NHS Foundation Trust","Diana Princess of Wales Hospital","Scartho Road","DN33 2BA",2017-04-06,"Outpatients and diagnostic imaging",Overall,Inadequate
-,"Northern Lincolnshire and Goole NHS Foundation Trust","Scunthorpe General Hospital","Cliff Gardens","DN15 7BH",2017-04-06,"Outpatients and diagnostic imaging",Overall,Inadequate
-,"Northern Lincolnshire and Goole NHS Foundation Trust","Scunthorpe General Hospital","Cliff Gardens","DN15 7BH",2017-04-06,Overall,Overall,Inadequate
-,"Northern Lincolnshire and Goole NHS Foundation Trust","Scunthorpe General Hospital","Cliff Gardens","DN15 7BH",2017-04-06,"Urgent and emergency services (A&E)",Overall,Inadequate
-,"Nuffield House Doctors Surgery","Nuffield House Doctors Surgery","Minchen Road","CM20 3AX",2017-11-21,"Families, children and young people",Overall,Inadequate
-,"Nuffield House Doctors Surgery","Nuffield House Doctors Surgery","Minchen Road","CM20 3AX",2017-11-21,"Older people",Overall,Inadequate
